,YearsCodePro,EdLevelOrdinals,OrgSizeOrdinals,AgeOrdinals,ClusterLabel,HighIncomeDev,ClCentre_YearsCodePro,ClCentre_EdLevelOrdinals,ClCentre_OrgSizeOrdinals,ClCentre_AgeOrdinals
174,0.0,0.14285714285714285,0.029852985298529852,0.0,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
175,0.2,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
179,0.14,0.42857142857142855,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
187,0.24,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
189,0.02,0.14285714285714285,0.0,0.0,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
197,0.1,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
203,0.24,0.14285714285714285,0.0058505850585058505,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
204,0.02,0.2857142857142857,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
206,0.12,0.42857142857142855,0.0,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
208,0.04,0.0,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
220,0.04,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
230,0.14,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
248,0.2,0.14285714285714285,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
261,0.24,0.0,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
268,0.18,0.14285714285714285,0.0019001900190019003,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
269,0.52,0.14285714285714285,0.00045004500450045,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
278,0.04,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
280,0.04,0.2857142857142857,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
289,0.04,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
293,0.1,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
306,0.18,0.42857142857142855,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
308,0.02,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
309,0.18,0.14285714285714285,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
318,0.08,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
319,0.28,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
321,0.04,0.2857142857142857,0.029852985298529852,0.6666666666666666,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
328,0.1,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
329,0.0,0.0,0.07485748574857486,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
332,0.12,0.42857142857142855,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
335,0.06,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
337,0.04,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
343,0.2,0.14285714285714285,0.0,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
347,0.16,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
352,0.06,0.42857142857142855,0.0,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
355,0.1,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
356,0.0,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
357,0.08,0.14285714285714285,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
368,0.12,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
371,0.0,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
373,0.04,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
375,0.06,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
382,0.06,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
385,0.04,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
388,0.3,0.0,0.0,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
391,0.02,0.14285714285714285,0.0,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
405,0.06,0.42857142857142855,0.0019001900190019003,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
407,0.0,0.42857142857142855,0.07485748574857486,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
419,0.08,0.42857142857142855,0.0,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
420,0.08,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
425,0.1,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
429,0.02,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
430,0.14,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
432,0.02,0.42857142857142855,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
435,0.14,0.42857142857142855,0.0,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
437,0.08,0.42857142857142855,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
440,0.08,0.14285714285714285,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
464,0.08,0.14285714285714285,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
465,0.16,0.14285714285714285,0.2998799879987999,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
468,0.4,0.14285714285714285,0.0058505850585058505,0.6666666666666666,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
469,0.1,0.14285714285714285,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
483,0.08,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
498,0.08,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
504,0.04,0.0,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
524,0.2,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
527,0.2,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
537,0.02,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
540,0.04,0.42857142857142855,0.0019001900190019003,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
541,0.04,0.42857142857142855,0.2998799879987999,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
545,0.1,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
551,0.06,0.14285714285714285,0.00045004500450045,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
552,0.18,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
556,0.06,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
558,0.12,0.14285714285714285,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
560,0.08,0.42857142857142855,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
565,0.12,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
567,0.14,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
575,0.02,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
577,0.42,0.14285714285714285,0.00045004500450045,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
582,0.0,0.14285714285714285,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
597,0.3,0.14285714285714285,0.0,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
603,0.08,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
604,0.16,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
614,0.2,0.42857142857142855,0.2998799879987999,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
616,0.2,0.42857142857142855,0.00045004500450045,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
624,0.06,0.42857142857142855,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
627,0.12,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
632,0.14,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
633,0.1,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
635,0.24,0.42857142857142855,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
642,0.12,0.2857142857142857,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
663,0.38,0.14285714285714285,0.0058505850585058505,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
665,0.18,0.42857142857142855,0.2998799879987999,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
671,0.24,0.42857142857142855,0.0013501350135013503,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
692,0.08,0.42857142857142855,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
705,0.2,0.42857142857142855,0.0,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
709,0.06,0.42857142857142855,0.2998799879987999,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
711,0.4,0.14285714285714285,0.0058505850585058505,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
714,0.16,0.42857142857142855,0.0058505850585058505,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
715,0.02,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
717,0.04,0.42857142857142855,0.2998799879987999,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
719,0.1,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
721,0.08,0.0,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
724,0.02,0.14285714285714285,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
735,0.28,0.14285714285714285,0.00045004500450045,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
737,0.24,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
742,0.12,0.0,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
745,0.06,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
752,0.1,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
755,0.04,0.14285714285714285,0.07485748574857486,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
771,0.04,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
785,0.08,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
807,0.08,0.42857142857142855,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
808,0.16,0.2857142857142857,0.2998799879987999,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
810,0.08,0.14285714285714285,0.2998799879987999,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
813,0.02,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
814,0.18,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
823,0.02,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
833,0.1,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
835,0.06,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
838,0.06,0.14285714285714285,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
846,0.14,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
871,0.12,0.42857142857142855,0.0,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
881,0.12,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
886,0.06,0.42857142857142855,0.0,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
887,0.06,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
905,0.06,0.42857142857142855,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
906,0.22,0.2857142857142857,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
908,0.04,0.2857142857142857,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
922,0.06,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
926,0.16,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
929,0.18,0.42857142857142855,0.029852985298529852,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
931,0.14,0.14285714285714285,0.0013501350135013503,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
934,0.22,0.2857142857142857,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
935,0.04,0.42857142857142855,0.2998799879987999,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
938,0.02,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
939,0.1,0.42857142857142855,0.2998799879987999,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
941,0.1,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
952,0.04,0.14285714285714285,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
954,0.2,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
965,0.12,0.42857142857142855,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
966,0.04,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
973,0.08,0.42857142857142855,0.07485748574857486,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
986,0.12,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
989,0.14,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
990,0.0,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
993,0.12,0.42857142857142855,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
998,0.16,0.14285714285714285,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1010,0.1,0.14285714285714285,0.00045004500450045,0.0,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1017,0.02,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1028,0.0,0.14285714285714285,0.00045004500450045,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1030,0.16,0.14285714285714285,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1037,0.08,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1040,0.04,0.14285714285714285,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1042,0.24,0.42857142857142855,0.00045004500450045,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1049,0.0,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1053,0.06,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1059,0.2,0.42857142857142855,0.0013501350135013503,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1066,0.06,0.42857142857142855,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1076,0.06,0.2857142857142857,0.0013501350135013503,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1077,0.06,0.2857142857142857,0.0058505850585058505,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1080,0.2,0.14285714285714285,0.0058505850585058505,0.45833333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1081,0.14,0.42857142857142855,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1084,0.1,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1098,0.04,0.14285714285714285,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1099,0.1,0.0,0.07485748574857486,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1100,0.06,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1111,0.28,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1119,0.12,0.14285714285714285,0.029852985298529852,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1121,0.08,0.14285714285714285,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1126,0.06,0.42857142857142855,0.029852985298529852,0.08333333333333337,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
1128,0.12,0.42857142857142855,0.0058505850585058505,0.25,0,False,0.09497168742921858,0.30569487138003526,0.03356762629830361,0.20191581728954325
